leland follows the story of leland p. fitzgerald -lrb- ryan gosling -rrb- , a disaffected teenager who has apparently murdered a severely retarded peer , the brother of a girl he was dating . the issue is not whether he did it or not -- leland admits to it , straight away -- but rather , why . interestingly , rather than a crime drama , leland becomes a character story , examining why people do what they do -- not necessarily the easiest ground to till . and leland features the required indie group of screwed-up people . aside from the title character , there 's also pearl -lrb- don cheadle -rrb- , who is his teacher at the juvenile correctional facility and who sees straight off that leland is different . we meet leland 's distant and egotistical father -lrb- kevin spacey in an extended cameo -rrb- , who never seems emotionally stirred in any way by what his son did . but the real come out when we immerse ourselves in the , the family of the retarded child . first , there 's leland 's girlfriend becky -lrb- jena malone -rrb- , a drug addict who ca n't keep herself clean ; her sister julie -lrb- michelle williams -rrb- , perhaps the most normal person in the film , who merely seeks to get away from it all ; and allen harris -lrb- chris klein -rrb- , a young man who lives with the and is julie 's boyfriend . lastly , there 's ryan -lrb- michael welch -rrb- , whom all the others call goofball , who can not communicate and seems barely aware of his surroundings . leland focuses primarily on its eponymous protagonist , but the movie slowly -- occasionally too slowly -- burrows into everyone 's lives , asking the chief question , why do people do what they do ? while leland discusses it openly in a journal pearl allows him to keep , examining notions of good and bad and personal responsibility , all the characters at some point in the film face a moment where they must make the fundamental choice of their own happiness or another 's , perhaps the most basic choice any human can make . and the movie takes a good look at what goes into those choices , and the consequences of them . in the beginning of the film , you 're simply struck by the depth of the cast . spacey . cheadle . gosling . michelle williams . even chris klein -- these are people who for the most part tend to elevate any film they are in , and putting them all together makes for a heady brew . for a space in the middle the film seems to stall , sputtering along as it unfolds ; it looks for a while as if it will be content merely to ask questions and not supply any answers . but when we arrive at the home stretch and the movie starts to hit its stride and come together , leland becomes a quietly powerful piece of film-making . leland 's explanation of the world and his actions , in the end , bring every story into focus , and all the investment you 've made in the film pays off . saying ryan gosling is excellent is like saying a sunny day is nice . at this point in his career it 's redundant -- this is one of the finest young actors working today , and it is a pleasure to watch him craft what could have been an unlikable character into a thought-provoking protagonist . gosling employs such subtlety here that it hardly seems like acting ; he has to face off most of the film opposite don cheadle , whom we know has the goods , and he not only holds his own , he elevates cheadle 's game as well . cheadle himself is in top notch form , imbuing pearl with a fully-rounded humanity -- for good and bad . spacey is kind of one-note , but that 's the character , and he handles it excellently . i was surprised by chris klein ; with this level of acting , i thought he would be buried in the mix , but he gives probably the turn of his career so far . terrific work all around . leland is a bit of a downer , and again , it 's draggy in spots . but it finishes strongly and leaves a lasting impact on the viewer -lrb- on this one , anyway -rrb- . there 's also a subtle commentary on racism in the film -lrb- in leland 's first day in juvenile hall class , he 's the only white person in the room -rrb- that , like much of the movie , is very effectively handled . i would n't go so far as to call this required viewing -- some might find it too slow or too odd -- but i thought it was one of the better films i 've seen in a while , far stronger and more satisfying than most fare out there . i 'd recommend it -- with the above caveats -- if for no other reason than to watch gosling further perfect his craft .		10		1
this is the greatest historical movie ever as a graphic novel book . when i saw the preview i was going to see this movie no matter what . and when i saw it , i saw more than what i have seen . even if they extended they way the monsters looked it was great , the action , romance war they had in sparta . zack did his best in this movie , it blows your mind and makes you part of the movie . the may have more allies to help but were imperiled to the spartans . this is a great movie to learn what happen back in greece a long time ago . even the all mighty xerxes could n't kill them because they worked as a group , all the same moves turns and kills . they were as one , unlike the was great and had to have 10 stars , bravo 300 , your in my top .		10		1
one of the big blockbuster best sellers of the post world war ii years is james jones 's from here to eternity , a tale of the peacetime army in hawaii before pearl harbor . the book was definitely going to be made into a film and it was only a question of casting to make it a success . director fred zinneman had a good intuitive sense about casting here , even against type . the two principal female parts were done against type . deborah kerr who made a career of playing respectable women played a captain 's wife who 's drinking and playing around . not that husband philip ober is letting grass grow under his feet either , but kerr 's latest sexual exploit involves her with the first sergeant of her husband 's company , burt lancaster . donna reed , who up to that point was best known for being mary bailey in it 's a wonderful life , plays a prostitute here . a girl from the wrong side of the tracks , jilted by a rich boyfriend stateside , she 's in hawaii to make money and then go home and buy some respectability . she 's not looking for romance with any soldiers , but you ca n't plan these things . especially montgomery clift if he comes in your life . it 's been argued that this is clift 's greatest role and a case can sure be made for it . his character of robert e. lee pruitt is like so many who still join the army today , from small town america who have no future there and find a home in the armed services . what makes clift unique is that strong sense of individualism he ca n't control in an organization that does not encourage individuality . clift and lancaster are a great study in contrasts and that 's what drives from here to eternity . lancaster as sergeant milt warden is the ultimate professional soldier , held in the highest regard by his men . lancaster is someone who knows how to work the system , you see it in the way he manipulates his captain . of course he 's got to be a manipulator there since he 's having an affair with deborah kerr . he tries to protect clift from himself and ultimately fails . clift has transferred into an infantry company and he was at one time a boxer . but he blinded someone in a fight and quit boxing . philip ober who prides himself on having several champions in various weight classes worked to get clift in his company . clift upsets his plans by refusing to box so he has the various sergeants give him `` the treatment . '' clift 's best friend in the company is a tough street wise soldier from the big city named angelo maggio , played by frank sinatra . sinatra read the book and knew this part was for him . he did everything he had to do to get that part , including working for scale . at the time sinatra was considered a has been as singer and actor . sinatra was right on the money in terms of picking a role . his faith in himself and columbia pictures and fred zinneman 's faith in him netted him an oscar for best supporting actor , one of eight awards won by from here to eternity . by the way sinatra credited both lancaster and clift in helping him through this film as a dramatic actor . lancaster and sinatra did n't inhabit the same hollywood orbit , but they remained friends for life . the same could not be said for clift . allegedly , some five or six years after from here to eternity and after monty clift 's automobile accident while shooting raintree county , clift at some party at sinatra 's made a drunken pass at one of sinatra 's retainers . that got him kicked out of sinatra 's circle permanently . in fact from here to eternity was also the best picture of 1953 , with zinneman getting his second best director oscar in a row after the one he took home in 1952 for high noon . donna reed won for best supporting . burt lancaster and montgomery clift were both nominated for best actor , but split the vote allowing william holden to win for stalag 17 . another great acting job itself . and kerr was up for best actress , but lost to audrey hepburn for roman holiday . from here to eternity is a film loaded with good actors in small roles who got their first notice in this film . ernest borgnine , robert j. wilkie , claude akins , jack warden , mickey shaughnessy , all play various soldiers and each one is memorable . especially borgnine as the vicious sadistic sergeant of the stockade . tv 's superman was in from here to eternity also . george reeves who was looking to escape the typecasting from superman has a part as another sergeant who warns lancaster about deborah kerr . he gave a fine performance , but most of it wound up on the cutting room floor . that would have unforeseen tragic consequences . this is not any kind of glamorous army . these people are all too real and not very noble . the original novel was toned down quite a bit for the screen . but when the attack on pearl harbor comes , the men rise to the occasion , do their jobs in a more than competent manner and led by burt lancaster in that company . it 's these men who won that war in the pacific and the one in europe as well and from here to eternity despite the less than noble portrayals of them as individuals is a great tribute to them as a team .		10		1
so many have commented , some quite scholarly . there are few films that have been held up to such scrutiny as this one . my reactions are emotional , although i think i could wade in the same waters as some of my predecessors . my approach to movies is to take them as they come . i am so tired of all the talk about special effects that begin almost every review . if you have a high profile film , the special effects are treated as if they are some a form unto themselves , as if they were actually removed from the film . did n't like the special effects . did n't like the movie . sit down for a moment and look at this film . it 's wonderful that kubrick was able to do what he did with those effects , but the way this movie unfolds is so much more than that . this movie is there to portray a sense of the awe of the universe and the future of humankind based on the increments that have led us there . it is about a future that may occur . everyone is talking about movie being a disappointment after reading the book . folks , the movie came out before the book . the movie was originally based on a short story called `` the sentinel '' by arthur c. clarke . the movie borrows some of its thoughtfulness from `` childhood 's end , '' another clarke book which deals with similar issues about the ends of humankind and the transmigration of our being . if you are going to enjoy 2001 , you have to put away that fixation on the conventional science fiction of the day , with foam rubber aliens and armies of extra-terrestrial implements of destruction . take a look at star wars sometime -lrb- by the way , i think it 's a wonderful film -rrb- . it is really a space western , a world war ii airplane movie , with a rite of passage thrown in , and the obligatory soap opera stuff with luke and darth vader . no-one can hit anything with laser weapons . those storm troopers are the most worthless fighting force i have ever seen . it 's a fun movie , but when you look at true speculative science fiction , there is n't much to think about , no metaphysics , nothing much to occupy your mind after its over . 2001 sets out to be different and should n't be compared to star wars ; they are apples and oranges . this movie has some of the most breath taking images that stand there in silent space , just getting a reaction . if independence day is your thing and everything you see needs to copy it , do n't bother to see this movie .		10		1
richard attenborough 's career goes back to the 1940s , when he started in stage and film work . what a career it has been ! from the twisted teenage killer in brighton rock , to the clever soldier turned businessman in private 's progress and i 'm all right , jack ! , to other triumphs . but as an actor he is best known to modern movie goers as the brilliant cloning scientist of dinosaurs in the jurassic park films . he has also done well as a director of films like gandhi . he is now sir richard attenborough . it 's been quite a great career . in 1971 he appeared in one of his best remembered , and most chilling roles . he played john reginald christie , who from 1941 to 1952 murdered at least seven women by strangulation , slept with their corpses , and then buried the remains of most of them in a decrepit third rate house in the poverty area -lrb- at that time -rrb- known as notting hill in london . the address became notorious around the world - a negative opposite to the prime minister 's address of 10 downing street . so this film uses the title of that awful address : 10 rillington place . christie was one of several horrendous killers who popped up in that period : he is usually tied to neville george heath , a perverted sadist who horribly murdered and mutilated two women , and john george haigh , who disposed of six people -lrb- at least -rrb- for money , destroying their bodies in acid baths . heath and haigh tried to avoid hanging by insanity defenses but both failed . christie , a quiet , bald man -lrb- his best biographer , sir ludovic kennedy , said everything about him was seedy in the worst way -rrb- had pretensions of social superiority over his neighbors -lrb- mostly anglo - africans from the empire -rrb- . he was married -lrb- his wife was his last victim -rrb- . but what made this sordid character forever ultra-evil to the public was his testimony in 1951 at the trial of timothy evans , a slow-witted gentleman who roomed in christie 's home . evans , his wife beryl , and his baby daughter were living under the monster 's roof . beryl and the daughter were killed , and the police arrested evans after he made some remarks . but the police depended on the testimony of christie , and evans was convicted and sentenced to death . after christie 's arrest it slowly dawned on everyone that when evans denied his guilt on the scaffold , he was n't lying . it took decades , but evans was eventually declared `` rehabilitated '' -lrb- i.e. : innocent of the crimes he was hanged for -rrb- . the evans disaster was the first of a series in the 1950s that led to the british abandoning the death penalty . christie himself , when asked about the deaths of beryl and her baby , said `` the more the merrier . '' one hopes he `` enjoyed '' his jest - he was hanged in 1953 . attenborough is marvelously unsettling as the quiet , evil bald man who shocked the world . he is aided by john hurt as evans . the unhealthy , ugly atmosphere of rillington place is well illustrated in this film . it is a horrible , but true theatrical experience .		10		1
akira kurosawa , arguably the greatest japanese director of all time , introduced himself to western audiences in a big way with this brilliant , yet tantalizing story about a horrible murder that occurred in the woods and accounted by a woodcutter , a bandit , a woman , and a dead samurai . unfortunately , there is no real way to know what really happened since all the stories are different and impossible to piece together . therein , lies the meaning of kurosawa 's philosophy of this film . in life , there are many instances when to know the real , rock-solid truth is simply impossible . in this story , as kurosawa reveals in the multiple flashbacks of each character 's depiction of the event , we are led to believe that they are telling the truth since we can obviously see what is happening . however , kurosawa is challenging the concept of seeing an event occur that makes it true . in the society we live in , seeing is believing . kurosawa attempts to destroy that idea and paints a dismal picture of people doing bad things for all the wrong reasons , namely their own personal gain . for all these characters , to lie was to get ahead in some way or another . thus , it is hard to believe anyone and their version of it . as the priest does , we feel a great amount of animosity towards humans since it seems all they are in for is to survive on their own and not care about anyone else . as we try to unveil this mystery and discover the truth , kurosawa keeps our interest with some very nifty camera work that is world-famous today -lrb- camera pointing at sun , long shots in forest , etc. -rrb- if you have heard of anything about kurosawa , this is a great place to start studying him and his style . he is undoubtedly one of the finest directors of all time and the mind-bending rashomon is one of the best examples of film-making in the last century .		10		1
it 's back to the wizarding world with harry potter . the cast that brought the first movie to life are back , with an absolutely brilliant addition , jason isaacs as luscious malfoy , draco malfoy 's deliciously evil father . again , the script writers condense a full novel down to a 161 minutes in a way that , rather that leaving you feeling cheated by what was left out , you want to go back and read the book again . the breathtaking cinematography and instantly recognizable score take the viewer into the wizarding world where we find harry on his way through his second year at hogwarts . he and his two best friends , ron and hermione , thought they were going to have a quiet year at hogwarts . instead they end up trying to find out who opened the chamber of secrets and set a monster loose in the castle . along the way , we learn a little more about hogwarts and some of it 's past students , including tom riddle , a charming young man who is much more than he seems .		10		1
the original back to the future film was definitely the best in the series . it 's even on my top five list . back to the future is cute , funny , and an obvious classic . i know most of us have seen them , but i 'll say what it 's about . this is the first of three back to the future films . marty mcfly -lrb- the great michael j. fox -rrb- is a teen with boring parents , and a boring life and he has a girlfriend . his life is turned upside down when his friend dr. emmet brown -lrb- the great christopher lloyd -rrb- shows him a delorean . which is actually a time 's where the entire trilogy began and the films continued after that . i love every back to the future film . i like the original the most , then i like parts ii and iii equally . the back to the future films are nothing but fun and they 're great movies . this is definitely robert zemekis 's best film to date . he 's done other great films like romancing the stone , beowulf , and death becomes her . not one of the back to the future films has any weakness . back to the future is a film that should never be remade or anything . knowing the world today , if they did remake it , then they would cast shia lebeouf as marty . michael j. fox and christopher lloyd are irreplaceable . do n't remake it .		10		1
will ferrell and jon heder are awesome together ! this is an extremely funny movie ! jimmy macelroy and chazz michael michaels are skaters who tie for the gold . when they soon fight in front of everyone watching , they are banned for life from men 's singles competition . three years pass , and jimmy 's gay stalker finds a loophole ; he can skate in couple 's skating . jimmy 's old coach has an idea for jimmy and chazz to work together and become the first males couple 's skating . jimmy and chazz finally work together and become friends to beat the brother-sister team of stranz and fairchild van waldenberg . jimmy falls in love with their sister katie . stranz and fairchild try to stop jimmy and chazz from winning the gold . if you love comedy , and will ferrell , and john heder , you 'll love blades of glory !!!		10		1
it is a heartwarming imax 3d movie you will enjoy watching this hart lifting movie it is a touching movie it is just a feel good movie this is a movie that you just got to go see that is how good mars needs moms is i never saw a movie quite like this before in imax 3d movie in the whole world you will just start crying it is one of the best movies ever made it is out of this world it is a outstanding movie this move is sweet it is out of here this movie rocks i never saw a movie like this before you got to go see this wonderful movie there is nothing like this wonderful imax 3d adventure this is one awesome movie go see this movie today you want be sorry after you see this amazing movie there is nothing like this on earth it is a great movie this is a big big big movie i never saw a movie like this before it is sweet go see thus movie today it is great i never saw it is the best movie on the earth this is one awesome movie i never saw a movie like this before have a great day everyone		10		1
